ts_code,trade_date,open,high,low,close,vol,oi,delist_date
CU2311.SHF,20230327,68990.0,68990.0,68390.0,68640,345,7076,20231115
CU2312.SHF,20230327,68000.0,68730.0,68000.0,68600,72,2100,20231215
CU2401.SHF,20230327,68590.0,68660.0,68280.0,68500,223,1123,20240115
CU2402.SHF,20230327,68420.0,68600.0,68230.0,68410,23,1226,20240219
CU2403.SHF,20230327,68560.0,68560.0,68430.0,68430,23,260,20240315
CU2304.SHF,20230328,69310.0,69800.0,69140.0,69420,25100,78361,20230417
CU2305.SHF,20230328,69150.0,69730.0,69050.0,69320,68650,171323,20230515
CU2306.SHF,20230328,69000.0,69600.0,68820.0,69220,23130,93242,20230615
CU2307.SHF,20230328,68820.0,69430.0,68720.0,69060,6234,46016,20230717
CU2308.SHF,20230328,68700.0,69310.0,68620.0,69000,1635,25602,20230815
CU2309.SHF,20230328,68670.0,69250.0,68580.0,68900,804,9882,20230915
CU2310.SHF,20230328,68680.0,69180.0,68540.0,68850,156,3617,20231016
CU2311.SHF,20230328,68630.0,69040.0,68500.0,68880,113,7129,20231115
CU2312.SHF,20230328,68500.0,69020.0,68410.0,68780,84,2069,20231215
CU2401.SHF,20230328,68570.0,69000.0,68310.0,68820,46,1124,20240115
CU2402.SHF,20230328,68370.0,68880.0,68210.0,68690,29,1235,20240219
CU2403.SHF,20230328,68260.0,68900.0,68190.0,68730,17,271,20240315
CU2304.SHF,20230329,69320.0,69750.0,69250.0,69380,17557,73815,20230417
CU2305.SHF,20230329,69180.0,69680.0,69150.0,69280,59116,172322,20230515
CU2306.SHF,20230329,69080.0,69550.0,69050.0,69160,18738,95095,20230615
CU2307.SHF,20230329,68960.0,69370.0,68830.0,68980,3607,46385,20230717
CU2308.SHF,20230329,68790.0,69250.0,68790.0,68880,2173,24916,20230815
CU2309.SHF,20230329,68720.0,69190.0,68720.0,68780,525,9902,20230915
CU2310.SHF,20230329,68850.0,69080.0,68700.0,68700,300,3781,20231016
CU2311.SHF,20230329,68760.0,69020.0,68650.0,68680,94,7107,20231115
CU2312.SHF,20230329,68600.0,68990.0,68560.0,68600,23,2066,20231215
CU2401.SHF,20230329,68590.0,68950.0,68440.0,68570,13,1128,20240115
CU2402.SHF,20230329,68460.0,68750.0,68450.0,68450,6,1238,20240219
CU2403.SHF,20230329,,,,68700,0,271,20240315
CU2304.SHF,20230330,69830.0,70020.0,69500.0,69760,17715,70483,20230417
CU2305.SHF,20230330,69900.0,69990.0,69410.0,69660,73914,173919,20230515
CU2306.SHF,20230330,69790.0,69840.0,69290.0,69580,20652,99209,20230615
CU2307.SHF,20230330,69510.0,69660.0,69120.0,69380,6331,47791,20230717
CU2308.SHF,20230330,69420.0,69570.0,69020.0,69260,2294,25435,20230815
CU2309.SHF,20230330,69410.0,69600.0,68980.0,69200,681,10020,20230915
CU2310.SHF,20230330,69380.0,69410.0,68930.0,69090,133,3776,20231016
CU2311.SHF,20230330,69220.0,69310.0,68890.0,69090,118,7040,20231115
CU2312.SHF,20230330,69230.0,69370.0,68820.0,69030,91,2074,20231215
CU2401.SHF,20230330,69010.0,69130.0,68710.0,69000,385,1407,20240115
CU2402.SHF,20230330,69120.0,69120.0,68660.0,68840,93,1238,20240219
CU2403.SHF,20230330,69000.0,69010.0,68690.0,68920,84,272,20240315
CU2304.SHF,20230331,69820.0,69860.0,69260.0,69300,22801,60191,20230417
CU2305.SHF,20230331,69670.0,69790.0,69130.0,69200,77154,172624,20230515
CU2306.SHF,20230331,69580.0,69690.0,69000.0,69060,21980,102874,20230615
CU2307.SHF,20230331,69400.0,69540.0,68830.0,68840,8523,50007,20230717
CU2308.SHF,20230331,69260.0,69410.0,68730.0,68780,3493,26508,20230815
CU2309.SHF,20230331,69230.0,69360.0,68650.0,68680,1066,10145,20230915
CU2310.SHF,20230331,69150.0,69270.0,68550.0,68630,152,3854,20231016
CU2311.SHF,20230331,69120.0,69230.0,68510.0,68590,215,7064,20231115
CU2312.SHF,20230331,69100.0,69170.0,68480.0,68550,90,2100,20231215
CU2401.SHF,20230331,68980.0,69040.0,68460.0,68500,36,1410,20240115
CU2402.SHF,20230331,68910.0,68950.0,68400.0,68420,44,1248,20240219
CU2403.SHF,20230331,68800.0,68800.0,68350.0,68400,56,315,20240315
CU2304.SHF,20230403,69190.0,69850.0,69190.0,69290,16766,55430,20230417
CU2305.SHF,20230403,69100.0,69800.0,69040.0,69150,73815,172900,20230515
CU2306.SHF,20230403,68950.0,69640.0,68910.0,69040,19876,104126,20230615
CU2307.SHF,20230403,68650.0,69450.0,68650.0,68840,7020,49555,20230717
CU2308.SHF,20230403,68610.0,69330.0,68570.0,68700,1976,26823,20230815
CU2309.SHF,20230403,68620.0,69240.0,68530.0,68610,900,10309,20230915
CU2310.SHF,20230403,68650.0,69180.0,68590.0,68590,99,3861,20231016
CU2311.SHF,20230403,68510.0,69000.0,68500.0,68500,73,7087,20231115
CU2312.SHF,20230403,68470.0,69040.0,68460.0,68460,156,2201,20231215
CU2401.SHF,20230403,68520.0,68780.0,68430.0,68450,49,1405,20240115
CU2402.SHF,20230403,68500.0,68750.0,68370.0,68370,20,1258,20240219
CU2403.SHF,20230403,,,,68510,0,315,20240315
CU2304.SHF,20230404,69590.0,69690.0,69010.0,69160,21595,49420,20230417
CU2305.SHF,20230404,69480.0,69600.0,68890.0,69080,70666,170012,20230515
CU2306.SHF,20230404,69330.0,69470.0,68740.0,68930,23508,106011,20230615
CU2307.SHF,20230404,69130.0,69290.0,68580.0,68730,7900,50212,20230717
CU2308.SHF,20230404,69170.0,69170.0,68440.0,68570,3287,27689,20230815
CU2309.SHF,20230404,68930.0,69080.0,68370.0,68530,1094,10520,20230915
CU2310.SHF,20230404,68820.0,69020.0,68300.0,68430,235,3758,20231016
CU2311.SHF,20230404,68750.0,68900.0,68280.0,68420,1728,5718,20231115
CU2312.SHF,20230404,68700.0,68840.0,68240.0,68290,160,2309,20231215
CU2401.SHF,20230404,68600.0,68680.0,68110.0,68200,7,1405,20240115
CU2402.SHF,20230404,68570.0,68570.0,68050.0,68100,37,1272,20240219
CU2403.SHF,20230404,68290.0,68290.0,68080.0,68120,18,331,20240315
CU2304.SHF,20230406,68670.0,68840.0,68560.0,68630,22030,41745,20230417
CU2305.SHF,20230406,68500.0,68760.0,68430.0,68520,63458,165003,20230515
CU2306.SHF,20230406,68450.0,68640.0,68300.0,68370,24742,110566,20230615
CU2307.SHF,20230406,68190.0,68470.0,68120.0,68210,6063,51100,20230717
CU2308.SHF,20230406,68110.0,68370.0,68030.0,68110,2891,28052,20230815
CU2309.SHF,20230406,68260.0,68260.0,67980.0,68050,899,10754,20230915
CU2310.SHF,20230406,68120.0,68180.0,67920.0,68030,386,3852,20231016
CU2311.SHF,20230406,68200.0,68200.0,67850.0,67910,599,5946,20231115
CU2312.SHF,20230406,68100.0,68100.0,67780.0,67900,425,2607,20231215
CU2401.SHF,20230406,67950.0,67990.0,67760.0,67760,71,1399,20240115
CU2402.SHF,20230406,68000.0,68000.0,67700.0,67700,42,1279,20240219
CU2403.SHF,20230406,67860.0,67960.0,67700.0,67740,48,364,20240315
CU2304.SHF,20230407,68520.0,69180.0,68280.0,69170,16905,38775,20230417
CU2305.SHF,20230407,68400.0,69090.0,68120.0,69040,71798,165833,20230515
CU2306.SHF,20230407,68320.0,68950.0,68000.0,68910,30777,111949,20230615
CU2307.SHF,20230407,68150.0,68780.0,67830.0,68730,9398,53190,20230717
CU2308.SHF,20230407,68050.0,68630.0,67710.0,68600,2938,29484,20230815
CU2309.SHF,20230407,67990.0,68570.0,67640.0,68490,1663,11670,20230915
CU2310.SHF,20230407,68030.0,68460.0,67630.0,68460,246,3862,20231016
CU2311.SHF,20230407,67870.0,68440.0,67590.0,68440,128,5955,20231115
CU2312.SHF,20230407,67790.0,68330.0,67490.0,68330,253,2690,20231215
CU2401.SHF,20230407,67560.0,68140.0,67440.0,68140,65,1437,20240115
CU2402.SHF,20230407,67540.0,68190.0,67330.0,68190,142,1345,20240219
CU2403.SHF,20230407,67560.0,68110.0,67380.0,68110,29,369,20240315
CU2304.SHF,20230410,69170.0,69170.0,68750.0,68840,16140,32095,20230417
CU2305.SHF,20230410,68810.0,69050.0,68620.0,68740,45388,162497,20230515
CU2306.SHF,20230410,68800.0,68940.0,68470.0,68590,20382,113012,20230615
CU2307.SHF,20230410,68730.0,68750.0,68310.0,68410,4846,53433,20230717
CU2308.SHF,20230410,68600.0,68630.0,68180.0,68260,2978,30840,20230815
CU2309.SHF,20230410,68490.0,68540.0,68100.0,68210,1120,11973,20230915
CU2310.SHF,20230410,68360.0,68400.0,68050.0,68160,104,3890,20231016
CU2311.SHF,20230410,68250.0,68330.0,67930.0,67980,83,5969,20231115
CU2312.SHF,20230410,68250.0,68250.0,67890.0,67890,73,2688,20231215
